method,benchmark,metric,stratum,N,estimate,coverage
H_RAW,pb,tol1,pb_olympiadbench_q8,661,0.4583963691376702,1000
H_RAW,pb,early,pb_olympiadbench_q8,661,0.481089258698941,1000
H_RAW,pb,late,pb_olympiadbench_q8,661,0.3146747352496218,1000
H_RAW,pb,f1,pb_olympiadbench_q8,661,0.2668378488362096,1000
H_RAW,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
H_RAW,pb,gated_err_acc,pb_olympiadbench_q8,661,0.17095310136157338,1000
H_RAW,pb,sla,pb_omnimath_q4,759,0.2015810276679842,1000
H_RAW,pb,tol1,pb_omnimath_q4,759,0.4479578392621871,1000
H_RAW,pb,early,pb_omnimath_q4,759,0.3530961791831357,1000
H_RAW,pb,late,pb_omnimath_q4,759,0.4453227931488801,1000
H_RAW,pb,f1,pb_omnimath_q4,759,0.2413984461709212,1000
H_RAW,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
H_RAW,pb,gated_err_acc,pb_omnimath_q4,759,0.14492753623188406,1000
H_RAW,pb,sla,pb_omnimath_q8,759,0.16205533596837945,1000
H_RAW,pb,tol1,pb_omnimath_q8,759,0.4137022397891963,1000
H_RAW,pb,early,pb_omnimath_q8,759,0.4782608695652174,1000
H_RAW,pb,late,pb_omnimath_q8,759,0.35968379446640314,1000
H_RAW,pb,f1,pb_omnimath_q8,759,0.19814818409457075,1000
H_RAW,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
H_RAW,pb,gated_err_acc,pb_omnimath_q8,759,0.11462450592885376,1000
H_RAW,pb,sla,macro8,4442,0.23259669199615263,6800
H_RAW,pb,tol1,macro8,4442,0.4942594231468138,6800
H_RAW,pb,early,macro8,4442,0.388994433027683,6800
H_RAW,pb,late,macro8,4442,0.3784088749761643,6800
H_RAW,pb,f1,macro8,4442,0.28100815041851895,6800
H_RAW,pb,sla,q4,2221,0.24686385107847975,3400
H_RAW,pb,tol1,q4,2221,0.511289831596679,3400
H_RAW,pb,early,q4,2221,0.34284683977178876,3400
H_RAW,pb,late,q4,2221,0.41028930914973144,3400
H_RAW,pb,f1,q4,2221,0.2976479074970615,3400
H_RAW,pb,sla,q8,2221,0.2183295329138255,3400
H_RAW,pb,tol1,q8,2221,0.4772290146969487,3400
H_RAW,pb,early,q8,2221,0.43514202628357734,3400
H_RAW,pb,late,q8,2221,0.3465284408025972,3400
H_RAW,pb,f1,q8,2221,0.2643683933399764,3400
H_RAW,prm,within_auc,all,6030,0.7120846148723369,6969
H_RAW,prm,step_auroc_mean_folds,all,94203,0.676176561724799,6969
H_RAW,prm,step_auprc_mean_folds,all,94203,0.24420544356378757,6969
H_RAW,prm,prmscore_inner_raw,all,6211,0.5946991816331202,6969
H_RAW,prm,prmscore_q80_raw,all,6211,0.5957446265540163,6969
H_RAW,prm,prmscore_inner_answer_z,all,6211,0.6000857209519872,6969
H_RAW,prm,prmscore_q80_answer_z,all,6211,0.6000760128847876,6969
H_RAW,prm,within_auc,kind=single,1964,0.7829613286168169,1964
H_RAW,prm,within_auc,kind=multi,4066,0.6778490354837096,4066
H_RAW,pb,sla,depth=2-5,1312,0.3086890243902439,1312
H_RAW,prm,within_auc,depth=2-5,395,0.7295358649789029,395
H_RAW,pb,sla,depth=6-10,2308,0.18717504332755633,2308
H_RAW,prm,within_auc,depth=6-10,2527,0.722316599770102,2527
H_RAW,pb,sla,depth=11+,822,0.13990267639902676,822
H_RAW,prm,within_auc,depth=11+,3108,0.7015474624821355,3108
ct7,pb,sla,pb_gsm8k_q4,207,0.4830917874396135,400
ct7,pb,tol1,pb_gsm8k_q4,207,0.6908212560386473,400
ct7,pb,early,pb_gsm8k_q4,207,0.2463768115942029,400
ct7,pb,late,pb_gsm8k_q4,207,0.27053140096618356,400
ct7,pb,f1,pb_gsm8k_q4,207,0.43694923843576683,400
ct7,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
ct7,pb,gated_err_acc,pb_gsm8k_q4,207,0.3864734299516908,400
ct7,pb,sla,pb_gsm8k_q8,207,0.47342995169082125,400
ct7,pb,tol1,pb_gsm8k_q8,207,0.6811594202898551,400
ct7,pb,early,pb_gsm8k_q8,207,0.23671497584541062,400
ct7,pb,late,pb_gsm8k_q8,207,0.2898550724637681,400
ct7,pb,f1,pb_gsm8k_q8,207,0.4360020397756247,400
ct7,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
ct7,pb,gated_err_acc,pb_gsm8k_q8,207,0.391304347826087,400
ct7,pb,sla,pb_math_q4,594,0.3569023569023569,1000
ct7,pb,tol1,pb_math_q4,594,0.6346801346801347,1000
ct7,pb,early,pb_math_q4,594,0.26936026936026936,1000
ct7,pb,late,pb_math_q4,594,0.37373737373737376,1000
ct7,pb,f1,pb_math_q4,594,0.400990421580765,1000
ct7,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
ct7,pb,gated_err_acc,pb_math_q4,594,0.3047138047138047,1000
ct7,pb,sla,pb_math_q8,594,0.3686868686868687,1000
ct7,pb,tol1,pb_math_q8,594,0.622895622895623,1000
ct7,pb,early,pb_math_q8,594,0.28114478114478114,1000
ct7,pb,late,pb_math_q8,594,0.3501683501683502,1000
ct7,pb,f1,pb_math_q8,594,0.40781951817068196,1000
ct7,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
ct7,pb,gated_err_acc,pb_math_q8,594,0.3148148148148148,1000
ct7,pb,sla,pb_olympiadbench_q4,661,0.3903177004538578,1000
ct7,pb,tol1,pb_olympiadbench_q4,661,0.5930408472012103,1000
ct7,pb,early,pb_olympiadbench_q4,661,0.29954614220877457,1000
ct7,pb,late,pb_olympiadbench_q4,661,0.3101361573373676,1000
ct7,pb,f1,pb_olympiadbench_q4,661,0.40794613258988166,1000
ct7,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
ct7,pb,gated_err_acc,pb_olympiadbench_q4,661,0.3101361573373676,1000
ct7,pb,sla,pb_olympiadbench_q8,661,0.3767019667170953,1000
ct7,pb,tol1,pb_olympiadbench_q8,661,0.583963691376702,1000
ct7,pb,early,pb_olympiadbench_q8,661,0.32526475037821484,1000
ct7,pb,late,pb_olympiadbench_q8,661,0.2980332829046899,1000
ct7,pb,f1,pb_olympiadbench_q8,661,0.40263815702239886,1000
ct7,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
ct7,pb,gated_err_acc,pb_olympiadbench_q8,661,0.3010590015128593,1000
ct7,pb,sla,pb_omnimath_q4,759,0.3715415019762846,1000
ct7,pb,tol1,pb_omnimath_q4,759,0.5981554677206851,1000
ct7,pb,early,pb_omnimath_q4,759,0.24110671936758893,1000
ct7,pb,late,pb_omnimath_q4,759,0.38735177865612647,1000
ct7,pb,f1,pb_omnimath_q4,759,0.3986735001507386,1000
ct7,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
ct7,pb,gated_err_acc,pb_omnimath_q4,759,0.2753623188405797,1000
ct7,pb,sla,pb_omnimath_q8,759,0.3702239789196311,1000
ct7,pb,tol1,pb_omnimath_q8,759,0.6060606060606061,1000
ct7,pb,early,pb_omnimath_q8,759,0.25559947299077734,1000
ct7,pb,late,pb_omnimath_q8,759,0.37417654808959155,1000
ct7,pb,f1,pb_omnimath_q8,759,0.4040806601832398,1000
ct7,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
ct7,pb,gated_err_acc,pb_omnimath_q8,759,0.27931488801054016,1000
ct7,pb,sla,macro8,4442,0.3988620140983161,6800
ct7,pb,tol1,macro8,4442,0.6263471307829329,6800
ct7,pb,early,macro8,4442,0.26938924036125245,6800
ct7,pb,late,macro8,4442,0.3317487455404314,6800
ct7,pb,f1,macro8,4442,0.41188745848863717,6800
ct7,pb,sla,q4,2221,0.4004633366930282,3400
ct7,pb,tol1,q4,2221,0.6291744264101693,3400
ct7,pb,early,q4,2221,0.2640974856327089,3400
ct7,pb,late,q4,2221,0.33543917767426285,3400
ct7,pb,f1,q4,2221,0.41113982318928805,3400
ct7,pb,sla,q8,2221,0.39726069150360405,3400
ct7,pb,tol1,q8,2221,0.6235198351556965,3400
ct7,pb,early,q8,2221,0.274680995089796,3400
ct7,pb,late,q8,2221,0.32805831340659997,3400
ct7,pb,f1,q8,2221,0.41263509378798635,3400
ct7,prm,within_auc,all,6030,0.7723966352864217,6969
ct7,prm,step_auroc_mean_folds,all,94203,0.7233245522013749,6969
ct7,prm,step_auprc_mean_folds,all,94203,0.3413651214271107,6969
ct7,prm,prmscore_q80_raw,all,6211,0.6425309772481037,6969
ct7,prm,within_auc,kind=single,1964,0.8520611877294726,1964
ct7,prm,within_auc,kind=multi,4066,0.7339162661279979,4066
ct7,pb,sla,depth=2-5,1312,0.4763719512195122,1312
ct7,prm,within_auc,depth=2-5,395,0.781223628691983,395
ct7,pb,sla,depth=6-10,2308,0.3587521663778163,2308
ct7,prm,within_auc,depth=6-10,2527,0.7934422365437402,2527
ct7,pb,sla,depth=11+,822,0.29927007299270075,822
ct7,prm,within_auc,depth=11+,3108,0.7541633995166532,3108
token_lsml,pb,sla,pb_gsm8k_q4,207,0.4782608695652174,400
token_lsml,pb,tol1,pb_gsm8k_q4,207,0.6859903381642513,400
token_lsml,pb,early,pb_gsm8k_q4,207,0.2028985507246377,400
token_lsml,pb,late,pb_gsm8k_q4,207,0.3188405797101449,400
token_lsml,pb,f1,pb_gsm8k_q4,207,0.43694923843576683,400
token_lsml,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
token_lsml,pb,gated_err_acc,pb_gsm8k_q4,207,0.3864734299516908,400
token_lsml,pb,sla,pb_gsm8k_q8,207,0.4975845410628019,400
token_lsml,pb,tol1,pb_gsm8k_q8,207,0.7101449275362319,400
token_lsml,pb,early,pb_gsm8k_q8,207,0.17391304347826086,400
token_lsml,pb,late,pb_gsm8k_q8,207,0.3285024154589372,400
token_lsml,pb,f1,pb_gsm8k_q8,207,0.4419347606770542,400
token_lsml,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
token_lsml,pb,gated_err_acc,pb_gsm8k_q8,207,0.40096618357487923,400
token_lsml,pb,sla,pb_math_q4,594,0.3484848484848485,1000
token_lsml,pb,tol1,pb_math_q4,594,0.6060606060606061,1000
token_lsml,pb,early,pb_math_q4,594,0.21548821548821548,1000
token_lsml,pb,late,pb_math_q4,594,0.43602693602693604,1000
token_lsml,pb,f1,pb_math_q4,594,0.3906497622820919,1000
token_lsml,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
token_lsml,pb,gated_err_acc,pb_math_q4,594,0.29292929292929293,1000
token_lsml,pb,sla,pb_math_q8,594,0.31986531986531985,1000
token_lsml,pb,tol1,pb_math_q8,594,0.5622895622895623,1000
token_lsml,pb,early,pb_math_q8,594,0.18181818181818182,1000
token_lsml,pb,late,pb_math_q8,594,0.4983164983164983,1000
token_lsml,pb,f1,pb_math_q8,594,0.3629040190427478,1000
token_lsml,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
token_lsml,pb,gated_err_acc,pb_math_q8,594,0.26430976430976433,1000
token_lsml,pb,sla,pb_olympiadbench_q4,661,0.30559757942511345,1000
token_lsml,pb,tol1,pb_olympiadbench_q4,661,0.5521936459909228,1000
token_lsml,pb,early,pb_olympiadbench_q4,661,0.3071104387291982,1000
token_lsml,pb,late,pb_olympiadbench_q4,661,0.38729198184568836,1000
token_lsml,pb,f1,pb_olympiadbench_q4,661,0.3349844934527912,1000
token_lsml,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
token_lsml,pb,gated_err_acc,pb_olympiadbench_q4,661,0.2329803328290469,1000
token_lsml,pb,sla,pb_olympiadbench_q8,661,0.3101361573373676,1000
token_lsml,pb,tol1,pb_olympiadbench_q8,661,0.5612708018154312,1000
token_lsml,pb,early,pb_olympiadbench_q8,661,0.27987897125567324,1000
token_lsml,pb,late,pb_olympiadbench_q8,661,0.40998487140695916,1000
token_lsml,pb,f1,pb_olympiadbench_q8,661,0.3415404273743459,1000
token_lsml,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
token_lsml,pb,gated_err_acc,pb_olympiadbench_q8,661,0.23751891074130105,1000
token_lsml,pb,sla,pb_omnimath_q4,759,0.3096179183135705,1000
token_lsml,pb,tol1,pb_omnimath_q4,759,0.5454545454545454,1000
token_lsml,pb,early,pb_omnimath_q4,759,0.2160737812911726,1000
token_lsml,pb,late,pb_omnimath_q4,759,0.4743083003952569,1000
token_lsml,pb,f1,pb_omnimath_q4,759,0.3372699680233064,1000
token_lsml,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
token_lsml,pb,gated_err_acc,pb_omnimath_q4,759,0.22002635046113306,1000
token_lsml,pb,sla,pb_omnimath_q8,759,0.30434782608695654,1000
token_lsml,pb,tol1,pb_omnimath_q8,759,0.5349143610013175,1000
token_lsml,pb,early,pb_omnimath_q8,759,0.17786561264822134,1000
token_lsml,pb,late,pb_omnimath_q8,759,0.5177865612648221,1000
token_lsml,pb,f1,pb_omnimath_q8,759,0.33972149455397765,1000
token_lsml,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
token_lsml,pb,gated_err_acc,pb_omnimath_q8,759,0.22134387351778656,1000
token_lsml,pb,sla,macro8,4442,0.3592368825176495,6800
token_lsml,pb,tol1,macro8,4442,0.5947898485391085,6800
token_lsml,pb,early,macro8,4442,0.21938084942919514,6800
token_lsml,pb,late,macro8,4442,0.4213822680531554,6800
token_lsml,pb,f1,macro8,4442,0.3732442704802602,6800
token_lsml,pb,sla,q4,2221,0.36049030394718745,3400
token_lsml,pb,tol1,q4,2221,0.5974247839175814,3400
token_lsml,pb,early,q4,2221,0.235392746558306,3400
token_lsml,pb,late,q4,2221,0.40411694949450655,3400
token_lsml,pb,f1,q4,2221,0.3749633655484891,3400
token_lsml,pb,sla,q8,2221,0.35798346108811147,3400
token_lsml,pb,tol1,q8,2221,0.5921549131606357,3400
token_lsml,pb,early,q8,2221,0.2033689523000843,3400
token_lsml,pb,late,q8,2221,0.43864758661180425,3400
token_lsml,pb,f1,q8,2221,0.3715251754120314,3400
token_lsml,prm,within_auc,all,6030,0.7531638360944568,6969
token_lsml,prm,step_auroc_mean_folds,all,94203,0.7191813102795485,6969
token_lsml,prm,step_auprc_mean_folds,all,94203,0.28053810812825203,6969
token_lsml,prm,prmscore_q80_raw,all,6211,0.6303722260272545,6969
token_lsml,prm,within_auc,kind=single,1964,0.8205790009959186,1964
token_lsml,prm,within_auc,kind=multi,4066,0.7206002886604995,4066
token_lsml,pb,sla,depth=2-5,1312,0.4321646341463415,1312
token_lsml,prm,within_auc,depth=2-5,395,0.7892405063291139,395
token_lsml,pb,sla,depth=6-10,2308,0.31802426343154244,2308
token_lsml,prm,within_auc,depth=6-10,2527,0.7695071324928864,2527
token_lsml,pb,sla,depth=11+,822,0.20802919708029197,822
token_lsml,prm,within_auc,depth=11+,3108,0.7352906717632082,3108
token_equal,pb,sla,pb_gsm8k_q4,207,0.4492753623188406,400
token_equal,pb,tol1,pb_gsm8k_q4,207,0.6956521739130435,400
token_equal,pb,early,pb_gsm8k_q4,207,0.23671497584541062,400
token_equal,pb,late,pb_gsm8k_q4,207,0.3140096618357488,400
token_equal,pb,f1,pb_gsm8k_q4,207,0.4243244021066567,400
token_equal,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
token_equal,pb,gated_err_acc,pb_gsm8k_q4,207,0.3671497584541063,400
token_equal,pb,sla,pb_gsm8k_q8,207,0.4106280193236715,400
token_equal,pb,tol1,pb_gsm8k_q8,207,0.6618357487922706,400
token_equal,pb,early,pb_gsm8k_q8,207,0.2318840579710145,400
token_equal,pb,late,pb_gsm8k_q8,207,0.357487922705314,400
token_equal,pb,f1,pb_gsm8k_q8,207,0.410914262013391,400
token_equal,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
token_equal,pb,gated_err_acc,pb_gsm8k_q8,207,0.3526570048309179,400
token_equal,pb,sla,pb_math_q4,594,0.30303030303030304,1000
token_equal,pb,tol1,pb_math_q4,594,0.5757575757575758,1000
token_equal,pb,early,pb_math_q4,594,0.18855218855218855,1000
token_equal,pb,late,pb_math_q4,594,0.5084175084175084,1000
token_equal,pb,f1,pb_math_q4,594,0.35626637253550253,1000
token_equal,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
token_equal,pb,gated_err_acc,pb_math_q4,594,0.2558922558922559,1000
token_equal,pb,sla,pb_math_q8,594,0.29797979797979796,1000
token_equal,pb,tol1,pb_math_q8,594,0.5454545454545454,1000
token_equal,pb,early,pb_math_q8,594,0.1447811447811448,1000
token_equal,pb,late,pb_math_q8,594,0.5572390572390572,1000
token_equal,pb,f1,pb_math_q8,594,0.3467120317957365,1000
token_equal,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
token_equal,pb,gated_err_acc,pb_math_q8,594,0.2474747474747475,1000
token_equal,pb,sla,pb_olympiadbench_q4,661,0.2753403933434191,1000
token_equal,pb,tol1,pb_olympiadbench_q4,661,0.5113464447806354,1000
token_equal,pb,early,pb_olympiadbench_q4,661,0.24357034795763993,1000
token_equal,pb,late,pb_olympiadbench_q4,661,0.481089258698941,1000
token_equal,pb,f1,pb_olympiadbench_q4,661,0.29402041150220304,1000
token_equal,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
token_equal,pb,gated_err_acc,pb_olympiadbench_q4,661,0.1951588502269289,1000
token_equal,pb,sla,pb_olympiadbench_q8,661,0.2980332829046899,1000
token_equal,pb,tol1,pb_olympiadbench_q8,661,0.5173978819969742,1000
token_equal,pb,early,pb_olympiadbench_q8,661,0.20121028744326777,1000
token_equal,pb,late,pb_olympiadbench_q8,661,0.5007564296520424,1000
token_equal,pb,f1,pb_olympiadbench_q8,661,0.320723097382448,1000
token_equal,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
token_equal,pb,gated_err_acc,pb_olympiadbench_q8,661,0.2178517397881997,1000
token_equal,pb,sla,pb_omnimath_q4,759,0.2951251646903821,1000
token_equal,pb,tol1,pb_omnimath_q4,759,0.5019762845849802,1000
token_equal,pb,early,pb_omnimath_q4,759,0.1712779973649539,1000
token_equal,pb,late,pb_omnimath_q4,759,0.5335968379446641,1000
token_equal,pb,f1,pb_omnimath_q4,759,0.32632775778603496,1000
token_equal,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
token_equal,pb,gated_err_acc,pb_omnimath_q4,759,0.21080368906455862,1000
token_equal,pb,sla,pb_omnimath_q8,759,0.2779973649538867,1000
token_equal,pb,tol1,pb_omnimath_q8,759,0.49670619235836627,1000
token_equal,pb,early,pb_omnimath_q8,759,0.14361001317523056,1000
token_equal,pb,late,pb_omnimath_q8,759,0.5783926218708827,1000
token_equal,pb,f1,pb_omnimath_q8,759,0.3110749761391354,1000
token_equal,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
token_equal,pb,gated_err_acc,pb_omnimath_q8,759,0.1976284584980237,1000
token_equal,pb,sla,macro8,4442,0.32592621106812386,6800
token_equal,pb,tol1,macro8,4442,0.5632658559547988,6800
token_equal,pb,early,macro8,4442,0.19520012663635633,6800
token_equal,pb,late,macro8,4442,0.4788736622955198,6800
token_equal,pb,f1,macro8,4442,0.3487954139076385,6800
token_equal,pb,sla,q4,2221,0.3306928058457362,3400
token_equal,pb,tol1,q4,2221,0.5711831197590587,3400
token_equal,pb,early,q4,2221,0.21002887743004822,3400
token_equal,pb,late,q4,2221,0.4592783167242156,3400
token_equal,pb,f1,q4,2221,0.35023473598259924,3400
token_equal,pb,sla,q8,2221,0.3211596162905115,3400
token_equal,pb,tol1,q8,2221,0.5553485921505391,3400
token_equal,pb,early,q8,2221,0.1803713758426644,3400
token_equal,pb,late,q8,2221,0.498469007866824,3400
token_equal,pb,f1,q8,2221,0.3473560918326777,3400
token_equal,prm,within_auc,all,6030,0.7311045454951502,6969
token_equal,prm,step_auroc_mean_folds,all,94203,0.6960133151959138,6969
token_equal,prm,step_auprc_mean_folds,all,94203,0.26160563040416684,6969
token_equal,prm,prmscore_q80_raw,all,6211,0.6169493668203978,6969
token_equal,prm,within_auc,kind=single,1964,0.8028503324403801,1964
token_equal,prm,within_auc,kind=multi,4066,0.69644917767409,4066
token_equal,pb,sla,depth=2-5,1312,0.3986280487804878,1312
token_equal,prm,within_auc,depth=2-5,395,0.7708860759493671,395
token_equal,pb,sla,depth=6-10,2308,0.29462738301559793,2308
token_equal,prm,within_auc,depth=6-10,2527,0.7463418414457195,2527
token_equal,pb,sla,depth=11+,822,0.17761557177615572,822
token_equal,prm,within_auc,depth=11+,3108,0.713659773488553,3108
evidence30__all__plain__equal,pb,sla,pb_gsm8k_q4,207,0.46859903381642515,400
evidence30__all__plain__equal,pb,tol1,pb_gsm8k_q4,207,0.6714975845410628,400
evidence30__all__plain__equal,pb,early,pb_gsm8k_q4,207,0.24154589371980675,400
evidence30__all__plain__equal,pb,late,pb_gsm8k_q4,207,0.2898550724637681,400
evidence30__all__plain__equal,pb,f1,pb_gsm8k_q4,207,0.43384476023325597,400
evidence30__all__plain__equal,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
evidence30__all__plain__equal,pb,gated_err_acc,pb_gsm8k_q4,207,0.38164251207729466,400
evidence30__all__plain__equal,pb,sla,pb_gsm8k_q8,207,0.4396135265700483,400
evidence30__all__plain__equal,pb,tol1,pb_gsm8k_q8,207,0.6618357487922706,400
evidence30__all__plain__equal,pb,early,pb_gsm8k_q8,207,0.24154589371980675,400
evidence30__all__plain__equal,pb,late,pb_gsm8k_q8,207,0.3188405797101449,400
evidence30__all__plain__equal,pb,f1,pb_gsm8k_q8,207,0.41417503755854707,400
evidence30__all__plain__equal,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
evidence30__all__plain__equal,pb,gated_err_acc,pb_gsm8k_q8,207,0.357487922705314,400
evidence30__all__plain__equal,pb,sla,pb_math_q4,594,0.34175084175084175,1000
evidence30__all__plain__equal,pb,tol1,pb_math_q4,594,0.6161616161616161,1000
evidence30__all__plain__equal,pb,early,pb_math_q4,594,0.22727272727272727,1000
evidence30__all__plain__equal,pb,late,pb_math_q4,594,0.43097643097643096,1000
evidence30__all__plain__equal,pb,f1,pb_math_q4,594,0.3906497622820919,1000
evidence30__all__plain__equal,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
evidence30__all__plain__equal,pb,gated_err_acc,pb_math_q4,594,0.29292929292929293,1000
evidence30__all__plain__equal,pb,sla,pb_math_q8,594,0.3451178451178451,1000
evidence30__all__plain__equal,pb,tol1,pb_math_q8,594,0.5942760942760943,1000
evidence30__all__plain__equal,pb,early,pb_math_q8,594,0.1835016835016835,1000
evidence30__all__plain__equal,pb,late,pb_math_q8,594,0.4713804713804714,1000
evidence30__all__plain__equal,pb,f1,pb_math_q8,594,0.38451601791250434,1000
evidence30__all__plain__equal,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
evidence30__all__plain__equal,pb,gated_err_acc,pb_math_q8,594,0.2878787878787879,1000
evidence30__all__plain__equal,pb,sla,pb_olympiadbench_q4,661,0.3010590015128593,1000
evidence30__all__plain__equal,pb,tol1,pb_olympiadbench_q4,661,0.5083207261724659,1000
evidence30__all__plain__equal,pb,early,pb_olympiadbench_q4,661,0.27382753403933435,1000
evidence30__all__plain__equal,pb,late,pb_olympiadbench_q4,661,0.42511346444780634,1000
evidence30__all__plain__equal,pb,f1,pb_olympiadbench_q4,661,0.3349844934527912,1000
evidence30__all__plain__equal,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
evidence30__all__plain__equal,pb,gated_err_acc,pb_olympiadbench_q4,661,0.2329803328290469,1000
evidence30__all__plain__equal,pb,sla,pb_olympiadbench_q8,661,0.3161875945537065,1000
evidence30__all__plain__equal,pb,tol1,pb_olympiadbench_q8,661,0.5279878971255674,1000
evidence30__all__plain__equal,pb,early,pb_olympiadbench_q8,661,0.2254160363086233,1000
evidence30__all__plain__equal,pb,late,pb_olympiadbench_q8,661,0.4583963691376702,1000
evidence30__all__plain__equal,pb,f1,pb_olympiadbench_q8,661,0.3599146063466301,1000
evidence30__all__plain__equal,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
evidence30__all__plain__equal,pb,gated_err_acc,pb_olympiadbench_q8,661,0.2556732223903177,1000
evidence30__all__plain__equal,pb,sla,pb_omnimath_q4,759,0.3069828722002635,1000
evidence30__all__plain__equal,pb,tol1,pb_omnimath_q4,759,0.5230566534914362,1000
evidence30__all__plain__equal,pb,early,pb_omnimath_q4,759,0.2015810276679842,1000
evidence30__all__plain__equal,pb,late,pb_omnimath_q4,759,0.4914361001317523,1000
evidence30__all__plain__equal,pb,f1,pb_omnimath_q4,759,0.32632775778603496,1000
evidence30__all__plain__equal,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
evidence30__all__plain__equal,pb,gated_err_acc,pb_omnimath_q4,759,0.21080368906455862,1000
evidence30__all__plain__equal,pb,sla,pb_omnimath_q8,759,0.2766798418972332,1000
evidence30__all__plain__equal,pb,tol1,pb_omnimath_q8,759,0.4927536231884058,1000
evidence30__all__plain__equal,pb,early,pb_omnimath_q8,759,0.16600790513833993,1000
evidence30__all__plain__equal,pb,late,pb_omnimath_q8,759,0.5573122529644269,1000
evidence30__all__plain__equal,pb,f1,pb_omnimath_q8,759,0.31270480953081337,1000
evidence30__all__plain__equal,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
evidence30__all__plain__equal,pb,gated_err_acc,pb_omnimath_q8,759,0.19894598155467721,1000
evidence30__all__plain__equal,pb,sla,macro8,4442,0.34949881967740287,6800
evidence30__all__plain__equal,pb,tol1,macro8,4442,0.574486242968615,6800
evidence30__all__plain__equal,pb,early,macro8,4442,0.22008733767103827,6800
evidence30__all__plain__equal,pb,late,macro8,4442,0.4304138426515589,6800
evidence30__all__plain__equal,pb,f1,macro8,4442,0.36963965563783363,6800
evidence30__all__plain__equal,pb,sla,q4,2221,0.3545979373200974,3400
evidence30__all__plain__equal,pb,tol1,q4,2221,0.5797591450916453,3400
evidence30__all__plain__equal,pb,early,q4,2221,0.23605679567496313,3400
evidence30__all__plain__equal,pb,late,q4,2221,0.40934526700493945,3400
evidence30__all__plain__equal,pb,f1,q4,2221,0.37145169343854356,3400
evidence30__all__plain__equal,pb,sla,q8,2221,0.34439970203470827,3400
evidence30__all__plain__equal,pb,tol1,q8,2221,0.5692133408455845,3400
evidence30__all__plain__equal,pb,early,q8,2221,0.20411787966711337,3400
evidence30__all__plain__equal,pb,late,q8,2221,0.45148241829817837,3400
evidence30__all__plain__equal,pb,f1,q8,2221,0.3678276178371237,3400
evidence30__all__plain__equal,prm,within_auc,all,6030,0.7117792461140758,6969
evidence30__all__plain__equal,prm,step_auroc_mean_folds,all,94203,0.6224737263047194,6969
evidence30__all__plain__equal,prm,step_auprc_mean_folds,all,94203,0.19234222666347084,6969
evidence30__all__plain__equal,prm,prmscore_q80_raw,all,6211,0.5590304900581191,6969
evidence30__all__plain__equal,prm,within_auc,kind=single,1964,0.7769293506111766,1964
evidence30__all__plain__equal,prm,within_auc,kind=multi,4066,0.6803097908183784,4066
evidence30__all__plain__equal,pb,sla,depth=2-5,1312,0.44664634146341464,1312
evidence30__all__plain__equal,prm,within_auc,depth=2-5,395,0.729957805907173,395
evidence30__all__plain__equal,pb,sla,depth=6-10,2308,0.3050259965337955,2308
evidence30__all__plain__equal,prm,within_auc,depth=6-10,2527,0.7192322912544519,2527
evidence30__all__plain__equal,pb,sla,depth=11+,822,0.19099756690997566,822
