arm_id,model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
P2C_ENTROPY_TOP10_LLAMA4,llama31_8b,gsm8k,processbench_gsm8k_llama31_8b,0.43329048124755465,0.3671497584541063,0.5410628019323671,0.5284974093264249,0.445,400,207,193
P2C_ENTROPY_TOP10_LLAMA4,llama31_8b,math,processbench_math_llama31_8b,0.35997848305540614,0.25925925925925924,0.48148148148148145,0.5886699507389163,0.393,1000,594,406
P2C_ENTROPY_TOP10_LLAMA4,llama31_8b,olympiadbench,processbench_olympiadbench_llama31_8b,0.3293358305719637,0.23751891074130105,0.43872919818456885,0.5368731563421829,0.339,1000,661,339
P2C_ENTROPY_TOP10_LLAMA4,llama31_8b,omnimath,processbench_omnimath_llama31_8b,0.310808935756903,0.2028985507246377,0.36495388669301715,0.6639004149377593,0.314,1000,759,241
P2C_ENTROPY_TOP5_LLAMA4,llama31_8b,gsm8k,processbench_gsm8k_llama31_8b,0.41232957913455837,0.357487922705314,0.5507246376811594,0.48704663212435234,0.42,400,207,193
P2C_ENTROPY_TOP5_LLAMA4,llama31_8b,math,processbench_math_llama31_8b,0.3324588055955949,0.2356902356902357,0.48484848484848486,0.5640394088669951,0.369,1000,594,406
P2C_ENTROPY_TOP5_LLAMA4,llama31_8b,olympiadbench,processbench_olympiadbench_llama31_8b,0.3074306598396989,0.2178517397881997,0.4341906202723147,0.5221238938053098,0.321,1000,661,339
P2C_ENTROPY_TOP5_LLAMA4,llama31_8b,omnimath,processbench_omnimath_llama31_8b,0.2930114408365004,0.18972332015810275,0.37285902503293805,0.6431535269709544,0.299,1000,759,241
P2C_FAMILY6_TOP5_LLAMA4,llama31_8b,gsm8k,processbench_gsm8k_llama31_8b,0.4059652029826015,0.33816425120772947,0.5603864734299517,0.5077720207253886,0.42,400,207,193
P2C_FAMILY6_TOP5_LLAMA4,llama31_8b,math,processbench_math_llama31_8b,0.3377023901310717,0.24579124579124578,0.4831649831649832,0.5394088669950738,0.365,1000,594,406
P2C_FAMILY6_TOP5_LLAMA4,llama31_8b,olympiadbench,processbench_olympiadbench_llama31_8b,0.3147156706699465,0.22692889561270801,0.4205748865355522,0.5132743362831859,0.324,1000,661,339
P2C_FAMILY6_TOP5_LLAMA4,llama31_8b,omnimath,processbench_omnimath_llama31_8b,0.2688692565250716,0.16996047430830039,0.36231884057971014,0.6431535269709544,0.284,1000,759,241
P2C_C8_INNOV_LLAMA4,llama31_8b,gsm8k,processbench_gsm8k_llama31_8b,0.4312383322962041,0.3719806763285024,0.5797101449275363,0.5129533678756477,0.44,400,207,193
P2C_C8_INNOV_LLAMA4,llama31_8b,math,processbench_math_llama31_8b,0.3534883720930233,0.2558922558922559,0.48653198653198654,0.5714285714285714,0.384,1000,594,406
P2C_C8_INNOV_LLAMA4,llama31_8b,olympiadbench,processbench_olympiadbench_llama31_8b,0.322752319502661,0.2329803328290469,0.4372163388804841,0.5250737463126843,0.332,1000,661,339
P2C_C8_INNOV_LLAMA4,llama31_8b,omnimath,processbench_omnimath_llama31_8b,0.31189096155306384,0.20421607378129117,0.37812911725955206,0.6597510373443983,0.314,1000,759,241
P2C_IU29_TOP10_LLAMA4,llama31_8b,gsm8k,processbench_gsm8k_llama31_8b,0.42133716750539174,0.357487922705314,0.5748792270531401,0.5129533678756477,0.4325,400,207,193
P2C_IU29_TOP10_LLAMA4,llama31_8b,math,processbench_math_llama31_8b,0.35046520584598545,0.2542087542087542,0.468013468013468,0.5640394088669951,0.38,1000,594,406
P2C_IU29_TOP10_LLAMA4,llama31_8b,olympiadbench,processbench_olympiadbench_llama31_8b,0.3227515442156939,0.23600605143721634,0.42208774583963693,0.5103244837758112,0.329,1000,661,339
P2C_IU29_TOP10_LLAMA4,llama31_8b,omnimath,processbench_omnimath_llama31_8b,0.28421039068137305,0.18050065876152832,0.35046113306982873,0.6680497925311203,0.298,1000,759,241
